,action,wolfIdentity,sheepIdentity,precision,responseSubtlety,responsePosterior,RT(ms),realSubtlety,numberObjects,trajectoryFilename
150,True,0,1,50.0,5,0.9945773468834143,3216.666666666667,5,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/168.pkl
151,False,2,3,11.0,30,0.22466403453157538,8000.000000000001,150,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/82.pkl
152,True,0,1,50.0,5,0.9917615933915794,4416.666666666667,5,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/154.pkl
153,True,0,1,50.0,5,0.9900482185018908,6416.666666666667,5,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/140.pkl
154,False,5,8,0.31,150,0.011750940423543427,8000.000000000001,180,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/55.pkl
155,True,0,1,50.0,5,0.9929395712281097,6216.666666666667,5,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/7.pkl
156,False,3,0,11.0,30,0.2841088318234013,8000.000000000001,180,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/41.pkl
157,False,3,1,11.0,30,0.4603412999610098,8000.000000000001,180,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/69.pkl
158,True,0,1,11.0,30,0.9968907574638464,5816.666666666667,30,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/197.pkl
159,True,0,1,11.0,30,0.9935924121344465,7816.666666666667,30,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/183.pkl
160,False,3,2,11.0,30,0.004731430764022273,8000.000000000001,180,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/195.pkl
161,False,2,3,50.0,5,0.05462015669756192,8000.000000000001,180,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/181.pkl
162,False,0,1,0.92,120,0.15160434310632873,8000.000000000001,150,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/5.pkl
163,True,0,1,11.0,30,0.9909806592419318,5616.666666666667,30,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/57.pkl
164,False,0,1,11.0,30,0.8790410022108389,8000.000000000001,30,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/43.pkl
165,False,0,1,3.3,60,0.9180530973058685,8000.000000000001,60,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/156.pkl
166,False,0,1,3.3,60,0.9691604191126365,8000.000000000001,60,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/142.pkl
167,False,2,3,0.31,150,0.08373468039828119,8000.000000000001,90,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/94.pkl
168,False,8,2,3.3,60,0.038689267113063475,8000.000000000001,90,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/80.pkl
169,False,8,0,1.83,90,0.03715442992876024,8000.000000000001,90,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/220.pkl
170,False,0,3,50.0,5,0.2617408327803861,8000.000000000001,150,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/208.pkl
171,False,0,2,0.92,120,0.10203245060917976,8000.000000000001,180,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/209.pkl
172,False,8,1,0.31,150,0.005175510144920961,8000.000000000001,120,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/221.pkl
173,False,2,4,0.31,150,0.0041525852055986565,8000.000000000001,120,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/81.pkl
174,False,1,3,50.0,5,0.07034492312036435,8000.000000000001,120,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/95.pkl
175,False,0,1,1.83,90,0.1417594573603991,8000.000000000001,90,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/143.pkl
176,False,2,5,50.0,5,0.04972844438402387,8000.000000000001,90,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/157.pkl
177,True,0,1,50.0,5,0.993000092697481,2816.666666666667,5,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/42.pkl
