,action,wolfIdentity,sheepIdentity,precision,responseSubtlety,responsePosterior,RT(ms),realSubtlety,numberObjects,trajectoryFilename
91,False,0,1,0.92,120,0.8656543956978309,8000.000000000001,120,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/11.pkl
92,False,3,2,0.92,120,0.9174784317120823,8000.000000000001,180,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/13.pkl
93,True,0,1,11.0,30,0.9915122776837142,3016.666666666667,30,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/106.pkl
94,True,0,1,50.0,5,0.9904018259009081,2016.6666666666667,5,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/112.pkl
95,True,0,1,11.0,30,0.9911744043209226,3416.666666666667,30,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/113.pkl
96,False,0,1,3.3,60,0.918613283096426,8000.000000000001,60,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/107.pkl
97,False,0,1,0.31,150,0.5324469497128076,8000.000000000001,150,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/12.pkl
98,False,0,1,3.3,60,0.5374547679404772,8000.000000000001,60,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/23.pkl
99,False,0,1,3.3,60,0.9742238134287294,8000.000000000001,60,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/37.pkl
100,True,0,1,1.83,90,0.990460939489781,7816.666666666667,90,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/122.pkl
101,False,0,1,1.83,90,0.5775345859225791,8000.000000000001,90,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/136.pkl
102,False,8,7,1.83,90,0.942579992494034,8000.000000000001,120,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/137.pkl
103,False,0,1,0.92,120,0.9060828409154242,8000.000000000001,120,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/123.pkl
104,False,0,1,3.3,60,0.586193038935835,8000.000000000001,30,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/36.pkl
105,True,0,1,11.0,30,0.9914756725606307,4616.666666666667,30,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/22.pkl
106,False,0,1,0.31,150,0.962531253930331,8000.000000000001,180,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/34.pkl
107,False,3,5,0.31,150,0.5466244346425375,8000.000000000001,180,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/20.pkl
108,False,0,1,1.83,90,0.6649415941105705,8000.000000000001,60,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/135.pkl
109,False,0,1,3.3,60,0.5684822472655752,8000.000000000001,60,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/121.pkl
110,False,2,4,0.92,120,0.7875690568686123,8000.000000000001,120,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/109.pkl
111,False,0,1,0.92,120,0.7328968652656871,8000.000000000001,90,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/108.pkl
112,True,0,1,11.0,30,0.9909415254135493,2816.666666666667,30,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/120.pkl
113,True,0,1,11.0,30,0.9915496093166217,7416.666666666667,30,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/134.pkl
114,True,0,1,50.0,5,0.9905334586245359,4016.666666666667,5,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/21.pkl
115,True,0,1,50.0,5,0.9933146016213131,1616.6666666666667,5,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/35.pkl
116,False,0,1,1.83,90,0.9644067384362723,8000.000000000001,90,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/31.pkl
117,False,2,7,0.92,120,0.9423690235613108,8000.000000000001,120,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/25.pkl
118,False,0,1,0.92,120,0.7025435143811223,8000.000000000001,150,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/19.pkl
119,False,0,1,0.31,150,0.7661676116400852,8000.000000000001,180,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/118.pkl
120,False,0,1,0.92,120,0.7907567745594892,8000.000000000001,120,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/130.pkl
121,False,2,3,0.92,120,0.5617262710673787,8000.000000000001,150,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/124.pkl
122,False,0,1,0.31,150,0.8226104553596927,8000.000000000001,180,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/125.pkl
123,False,4,5,0.92,120,0.6157211170367304,8000.000000000001,150,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/131.pkl
124,True,0,1,50.0,5,0.9927525786840372,1816.6666666666667,5,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/119.pkl
125,False,0,1,0.92,120,0.9514157386060355,8000.000000000001,120,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/18.pkl
126,False,0,1,1.83,90,0.9432832585954782,8000.000000000001,90,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/24.pkl
127,True,0,1,3.3,60,0.9917053410094171,7416.666666666667,60,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/30.pkl
128,False,3,2,0.92,120,0.8108026538593497,8000.000000000001,150,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/26.pkl
129,False,0,1,0.92,120,0.9783888275251208,8000.000000000001,120,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/32.pkl
130,True,0,1,11.0,30,0.9904569840477712,2816.666666666667,30,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/127.pkl
131,True,0,1,50.0,5,0.9917475106265422,1616.6666666666667,5,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/133.pkl
132,False,5,3,0.92,120,0.9766087153637357,8000.000000000001,180,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/132.pkl
133,True,0,1,50.0,5,0.9938148304136675,1416.6666666666667,5,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/126.pkl
134,False,0,1,0.92,120,0.7605286616342104,8000.000000000001,150,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/33.pkl
135,False,5,7,0.31,150,0.6352081810113067,8000.000000000001,180,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/27.pkl
136,True,0,1,50.0,5,0.9938666831036971,1416.6666666666667,5,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/182.pkl
137,False,3,1,0.92,120,0.5151028707130296,8000.000000000001,150,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/68.pkl
138,True,0,1,50.0,5,0.992771643489617,1616.6666666666667,5,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/196.pkl
139,False,1,2,0.31,150,0.42581820579434126,8000.000000000001,150,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/40.pkl
140,False,5,4,0.92,120,0.6834241658114427,8000.000000000001,150,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/54.pkl
141,False,2,0,0.31,150,0.5076094105573096,8000.000000000001,180,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/6.pkl
142,True,0,1,11.0,30,0.9938414671885594,4016.666666666667,30,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/141.pkl
143,True,0,1,11.0,30,0.9962773658520625,4816.666666666667,30,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/155.pkl
144,False,3,5,0.92,120,0.8603798007746174,8000.000000000001,180,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/83.pkl
145,False,2,3,0.92,120,0.802112267707351,8000.000000000001,180,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/97.pkl
146,True,0,1,11.0,30,0.9923484017342329,3216.666666666667,30,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/169.pkl
147,False,6,5,0.92,120,0.9696371809361976,8000.000000000001,180,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/223.pkl
148,False,5,4,0.92,120,0.6540891144999852,8000.000000000001,150,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/222.pkl
149,False,0,1,0.92,120,0.8225202861196796,8000.000000000001,150,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/96.pkl
150,True,0,1,50.0,5,0.9921550614136905,1416.6666666666667,5,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/168.pkl
151,False,4,2,1.83,90,0.9266877724855628,8000.000000000001,150,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/82.pkl
152,True,0,1,50.0,5,0.9939966298419106,1416.6666666666667,5,6,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/154.pkl
153,True,0,1,50.0,5,0.9925699062924169,1816.6666666666667,5,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/140.pkl
154,False,5,4,0.31,150,0.5346158090952278,8000.000000000001,180,9,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/55.pkl
155,True,0,1,50.0,5,0.9930891877836873,1616.6666666666667,5,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/7.pkl
156,False,0,2,0.31,150,0.4016667292688298,8000.000000000001,180,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/41.pkl
157,False,0,1,0.31,150,0.9476118069457146,8000.000000000001,180,4,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/69.pkl
158,True,0,1,11.0,30,0.9902719619346685,3616.666666666667,30,3,/Users/xuhaokui/Documents/Research Document/modelingpercivedintention/data/trajectory/expt1/197.pkl
