,action,wolfIdentity,sheepIdentity,precision,responseSubtlety,responsePosterior,RT,realSubtlety,numberObjects,trajectoryFilename
185,False,0,1,11.0,30,0.05939924240003064,8000.000000000001,30,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/190.pkl
186,False,4,5,50.0,5,0.1484561776196102,8000.000000000001,60,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/184.pkl
187,False,0,1,50.0,5,0.8446652688623153,8000.000000000001,5,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/91.pkl
188,False,0,1,3.3,60,0.6720028542411153,8000.000000000001,30,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/85.pkl
189,False,3,0,1.83,90,0.09071642755172982,8000.000000000001,180,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/153.pkl
190,False,0,1,50.0,5,0.6090175691888748,8000.000000000001,5,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/147.pkl
191,False,6,7,50.0,5,0.2321450240797822,8000.000000000001,60,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/219.pkl
192,False,1,6,11.0,30,0.02676025663750752,8000.000000000001,30,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/218.pkl
193,False,0,1,1.83,90,0.1875962014968476,8000.000000000001,180,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/146.pkl
194,False,1,0,1.83,90,0.07997893976594407,8000.000000000001,150,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/152.pkl
195,False,0,1,50.0,5,0.9124413252383193,8000.000000000001,5,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/84.pkl
196,False,2,1,0.92,120,0.16587706762193893,8000.000000000001,180,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/90.pkl
197,False,3,2,11.0,30,0.095576042547326,8000.000000000001,90,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/185.pkl
198,False,5,0,50.0,5,0.028973980533624332,8000.000000000001,60,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/191.pkl
199,False,2,3,3.3,60,0.05512205268983739,8000.000000000001,150,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/47.pkl
200,False,5,8,3.3,60,0.06895772467576095,8000.000000000001,120,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/53.pkl
201,False,0,1,11.0,30,0.8294303822547807,8000.000000000001,30,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/1.pkl
202,False,5,3,1.83,90,0.08443155552512038,8000.000000000001,90,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/45.pkl
203,False,2,1,11.0,30,0.2592026419032384,8000.000000000001,90,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/3.pkl
204,False,3,5,11.0,30,0.036458709988763036,8000.000000000001,60,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/51.pkl
205,False,4,3,11.0,30,0.02404794675808609,8000.000000000001,60,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/79.pkl
206,False,0,1,11.0,30,0.07000354379736295,8000.000000000001,150,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/187.pkl
207,False,5,6,0.92,120,0.04120110891877257,8000.000000000001,120,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/193.pkl
208,False,0,1,3.3,60,0.4270637927552833,8000.000000000001,60,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/86.pkl
209,False,0,1,3.3,60,0.12755489865139324,8000.000000000001,90,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/178.pkl
210,False,0,1,50.0,5,0.46179630718755293,8000.000000000001,30,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/92.pkl
211,False,2,1,0.92,120,0.23837254797984522,8000.000000000001,120,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/144.pkl
212,False,2,1,3.3,60,0.11867861458051256,8000.000000000001,90,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/150.pkl
213,False,3,2,11.0,30,0.07692637325135221,8000.000000000001,120,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/151.pkl
214,False,2,0,50.0,5,0.3252519635019736,8000.000000000001,150,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/145.pkl
215,False,0,1,3.3,60,0.5723601467081595,8000.000000000001,60,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/93.pkl
216,False,0,1,3.3,60,0.18344388617226812,8000.000000000001,90,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/87.pkl
217,False,3,1,50.0,5,0.0771504491217027,8000.000000000001,120,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/179.pkl
218,False,7,3,11.0,30,0.026130141123753458,8000.000000000001,90,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/192.pkl
219,False,0,1,50.0,5,0.36807350984539083,8000.000000000001,30,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/78.pkl
220,False,5,0,3.3,60,0.057843395113173636,8000.000000000001,120,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/186.pkl
221,False,2,0,1.83,90,0.25719216211917884,8000.000000000001,60,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/2.pkl
222,False,0,1,50.0,5,0.032468760842531,8000.000000000001,30,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/50.pkl
223,False,0,1,3.3,60,0.47824513602711377,8000.000000000001,60,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/44.pkl
0,False,0,1,50.0,5,0.772179872947995,8000.000000000001,5,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/49.pkl
0,False,0,1,50.0,5,0.1629756150266969,8000.000000000001,5,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/49.pkl
1,False,0,1,3.3,60,0.19931868261771504,8000.000000000001,150,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/61.pkl
0,False,5,3,3.3,60,0.0812521763230152,8000.000000000001,5,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/49.pkl
1,False,0,1,11.0,30,0.2795700884666535,8000.000000000001,150,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/61.pkl
2,False,3,5,11.0,30,0.26766056016329826,8000.000000000001,150,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/75.pkl
3,False,3,4,50.0,5,0.0854130640029084,8000.000000000001,180,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/160.pkl
4,False,0,2,0.31,150,0.1693307088217768,8000.000000000001,180,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/174.pkl
5,False,0,1,50.0,5,0.8666590407925985,8000.000000000001,30,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/148.pkl
6,False,2,3,50.0,5,0.052088450675193534,8000.000000000001,180,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/216.pkl
7,False,1,2,50.0,5,0.3674594854269594,8000.000000000001,180,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/202.pkl
8,False,0,1,50.0,5,0.872145519215017,8000.000000000001,5,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/203.pkl
9,False,8,6,50.0,5,0.05663177126597623,8000.000000000001,5,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/217.pkl
10,False,0,2,50.0,5,0.08681390703743452,8000.000000000001,60,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/149.pkl
11,False,0,1,50.0,5,0.7404912479479095,8000.000000000001,5,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/175.pkl
12,False,0,1,50.0,5,0.04437045834588728,8000.000000000001,5,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/161.pkl
13,False,3,1,1.83,90,0.046966735409011515,8000.000000000001,120,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/74.pkl
14,False,1,0,50.0,5,0.08606693096249594,8000.000000000001,120,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/60.pkl
15,False,2,1,50.0,5,0.058834666760389016,8000.000000000001,180,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/48.pkl
16,False,3,2,3.3,60,0.08175686742182056,8000.000000000001,180,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/188.pkl
17,False,5,1,50.0,5,0.039561002592396866,8000.000000000001,180,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/76.pkl
18,False,0,2,11.0,30,0.2952203815565086,8000.000000000001,180,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/62.pkl
19,False,0,1,3.3,60,0.5684998183973222,8000.000000000001,60,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/177.pkl
20,False,1,0,1.83,90,0.1322038924646544,8000.000000000001,150,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/89.pkl
21,False,6,8,50.0,5,0.03559068634033704,8000.000000000001,60,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/163.pkl
22,False,1,2,1.83,90,0.14151520435616166,8000.000000000001,150,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/201.pkl
23,False,4,2,3.3,60,0.06864453111618118,8000.000000000001,150,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/215.pkl
24,False,4,3,3.3,60,0.09670709293205901,8000.000000000001,120,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/214.pkl
25,False,0,1,1.83,90,0.14943370901153924,8000.000000000001,120,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/200.pkl
26,False,1,7,11.0,30,0.03126870971158612,8000.000000000001,30,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/162.pkl
27,False,0,1,11.0,30,0.9205272076833251,8000.000000000001,30,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/176.pkl
28,False,2,1,0.31,150,0.10438167821540865,8000.000000000001,120,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/88.pkl
29,False,0,1,50.0,5,0.5863893696406474,8000.000000000001,5,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/63.pkl
30,False,0,1,50.0,5,0.1268347194244317,8000.000000000001,5,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/189.pkl
31,False,2,3,11.0,30,0.03532630156780546,8000.000000000001,5,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/77.pkl
32,False,3,1,11.0,30,0.083911898994542,8000.000000000001,90,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/73.pkl
33,False,0,2,0.31,150,0.1038291322340411,8000.000000000001,90,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/199.pkl
34,False,3,2,3.3,60,0.22776568153557483,8000.000000000001,120,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/67.pkl
35,False,0,1,3.3,60,0.42305469074354585,8000.000000000001,60,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/9.pkl
36,False,0,1,11.0,30,0.1715581764816449,8000.000000000001,120,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/172.pkl
37,False,6,0,3.3,60,0.04168420626595501,8000.000000000001,150,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/166.pkl
38,False,0,1,50.0,5,0.6402528961510302,8000.000000000001,5,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/98.pkl
39,False,0,1,11.0,30,0.7287210620545487,8000.000000000001,30,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/204.pkl
40,False,0,1,50.0,5,0.5335114018556987,8000.000000000001,5,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/210.pkl
41,False,0,1,50.0,5,0.5914245832744807,8000.000000000001,30,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/211.pkl
42,False,0,1,11.0,30,0.36197737024253573,8000.000000000001,60,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/205.pkl
43,False,3,8,11.0,30,0.033252234564205334,8000.000000000001,180,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/167.pkl
44,False,0,1,11.0,30,0.12355236792780303,8000.000000000001,30,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/99.pkl
45,False,0,1,1.83,90,0.11290164386805956,8000.000000000001,150,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/173.pkl
46,False,0,1,50.0,5,0.7589948705004126,8000.000000000001,30,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/8.pkl
47,False,0,1,1.83,90,0.2618055146231546,8000.000000000001,60,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/198.pkl
48,False,3,1,3.3,60,0.2473115046558886,8000.000000000001,90,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/66.pkl
49,False,4,2,11.0,30,0.06822894979333245,8000.000000000001,60,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/72.pkl
50,False,0,1,50.0,5,0.5867152648209154,8000.000000000001,30,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/64.pkl
51,False,0,1,50.0,5,0.7661241576733302,8000.000000000001,5,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/70.pkl
52,False,0,1,3.3,60,0.30607462645226985,8000.000000000001,60,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/58.pkl
53,False,5,3,1.83,90,0.07384935185385044,8000.000000000001,150,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/159.pkl
54,False,5,1,11.0,30,0.03449361475250086,8000.000000000001,120,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/165.pkl
55,False,1,2,3.3,60,0.1302195854070123,8000.000000000001,90,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/171.pkl
56,False,5,0,11.0,30,0.12866995058210004,8000.000000000001,90,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/213.pkl
57,False,0,1,1.83,90,0.1332092458064421,8000.000000000001,120,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/207.pkl
58,False,0,1,11.0,30,0.6945478991413112,8000.000000000001,90,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/206.pkl
59,False,0,1,11.0,30,0.41353998540226466,8000.000000000001,60,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/212.pkl
60,False,0,1,11.0,30,0.9048026854418563,8000.000000000001,60,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/170.pkl
61,False,2,4,11.0,30,0.03666875239625912,8000.000000000001,90,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/164.pkl
62,False,0,1,50.0,5,0.061089836071434825,8000.000000000001,120,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/158.pkl
63,False,0,1,3.3,60,0.1618044615840965,8000.000000000001,90,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/59.pkl
64,False,0,1,11.0,30,0.8034068576676148,8000.000000000001,30,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/71.pkl
65,False,0,1,3.3,60,0.28752009216879976,8000.000000000001,60,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/65.pkl
66,False,5,1,1.83,90,0.10456754980293122,8000.000000000001,60,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/16.pkl
67,False,1,5,11.0,30,0.06286293890867467,8000.000000000001,150,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/103.pkl
68,False,1,2,50.0,5,0.16357796831793017,8000.000000000001,150,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/117.pkl
69,False,2,1,1.83,90,0.11413686321057433,8000.000000000001,120,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/116.pkl
70,False,0,1,50.0,5,0.1160714789616332,8000.000000000001,120,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/102.pkl
71,False,0,1,1.83,90,0.06160855124632732,8000.000000000001,90,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/17.pkl
72,False,0,1,50.0,5,0.44718093730045316,8000.000000000001,30,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/29.pkl
73,False,0,1,11.0,30,0.5585808026442735,8000.000000000001,30,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/15.pkl
74,False,0,1,1.83,90,0.728611428921913,8000.000000000001,60,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/114.pkl
75,False,0,1,11.0,30,0.5073822267667726,8000.000000000001,60,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/100.pkl
76,False,0,1,3.3,60,0.08273581450966132,8000.000000000001,60,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/128.pkl
77,False,0,1,11.0,30,0.05371379527018773,8000.000000000001,90,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/129.pkl
78,False,3,0,11.0,30,0.058815734911672336,8000.000000000001,90,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/101.pkl
79,False,0,1,11.0,30,0.44093931086583266,8000.000000000001,90,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/115.pkl
80,False,0,1,50.0,5,0.8142773765800171,8000.000000000001,5,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/14.pkl
81,False,0,1,50.0,5,0.5344915442473922,8000.000000000001,5,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/28.pkl
82,False,0,1,1.83,90,0.13015991813470817,8000.000000000001,90,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/10.pkl
83,False,2,1,11.0,30,0.13686468727343168,8000.000000000001,90,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/38.pkl
84,False,8,3,50.0,5,0.02800919137868363,8000.000000000001,180,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/139.pkl
85,False,0,4,3.3,60,0.02698128004162344,8000.000000000001,180,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/111.pkl
86,False,0,1,50.0,5,0.8654610759231331,8000.000000000001,5,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/105.pkl
87,False,0,3,11.0,30,0.033295965420702865,8000.000000000001,180,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/104.pkl
88,False,6,3,3.3,60,0.021581252515886894,8000.000000000001,150,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/110.pkl
89,False,7,4,3.3,60,0.025379698513450344,8000.000000000001,150,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/138.pkl
90,False,2,1,11.0,30,0.1154608999183885,8000.000000000001,120,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/39.pkl
91,False,0,1,1.83,90,0.23499947382312036,8000.000000000001,120,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/11.pkl
92,False,3,2,50.0,5,0.28255494211374665,8000.000000000001,180,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/13.pkl
93,False,0,1,11.0,30,0.8694498767363998,8000.000000000001,30,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/106.pkl
94,False,0,1,11.0,30,0.6949595541074971,8000.000000000001,5,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/112.pkl
95,False,0,1,50.0,5,0.867209544293119,8000.000000000001,30,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/113.pkl
96,False,5,1,11.0,30,0.021050675075138598,8000.000000000001,60,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/107.pkl
97,False,2,1,11.0,30,0.14618711650916544,8000.000000000001,150,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/12.pkl
98,False,3,1,50.0,5,0.16930908124477068,8000.000000000001,60,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/23.pkl
99,False,0,1,11.0,30,0.4421644133620518,8000.000000000001,60,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/37.pkl
100,False,0,1,50.0,5,0.1349452093949869,8000.000000000001,90,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/122.pkl
101,False,8,6,50.0,5,0.027722291613446737,8000.000000000001,90,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/136.pkl
102,False,4,3,50.0,5,0.030496329245509143,8000.000000000001,120,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/137.pkl
103,False,0,1,3.3,60,0.07300776002849492,8000.000000000001,120,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/123.pkl
104,False,0,1,3.3,60,0.3309644429406659,8000.000000000001,30,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/36.pkl
105,False,0,1,11.0,30,0.8652382888858066,8000.000000000001,30,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/22.pkl
106,False,2,1,1.83,90,0.20378153039247449,8000.000000000001,180,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/34.pkl
107,False,1,2,50.0,5,0.06275469457765828,8000.000000000001,180,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/20.pkl
108,False,1,4,3.3,60,0.029354275695498137,8000.000000000001,60,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/135.pkl
109,False,1,3,50.0,5,0.1344820407616385,8000.000000000001,60,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/121.pkl
110,False,8,3,50.0,5,0.029578384487223212,8000.000000000001,120,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/109.pkl
111,False,4,7,3.3,60,0.02920973080377908,8000.000000000001,90,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/108.pkl
112,False,0,1,11.0,30,0.5477466136170973,8000.000000000001,30,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/120.pkl
113,False,0,1,11.0,30,0.05353234760790005,8000.000000000001,30,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/134.pkl
114,False,0,1,11.0,30,0.45239510633296703,8000.000000000001,5,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/21.pkl
115,False,0,1,50.0,5,0.7934972882528085,8000.000000000001,5,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/35.pkl
116,False,0,1,1.83,90,0.37165050464723637,8000.000000000001,90,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/31.pkl
117,False,6,7,11.0,30,0.04694650139656672,8000.000000000001,120,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/25.pkl
118,False,3,1,11.0,30,0.05352749926434872,8000.000000000001,150,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/19.pkl
119,False,2,0,0.31,150,0.1118377471584622,8000.000000000001,180,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/118.pkl
120,False,2,4,3.3,60,0.06194741135022803,8000.000000000001,120,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/130.pkl
121,False,2,0,50.0,5,0.07084728977666581,8000.000000000001,150,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/124.pkl
122,False,0,2,1.83,90,0.11893547541255609,8000.000000000001,180,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/125.pkl
123,False,4,1,1.83,90,0.03432779700042719,8000.000000000001,150,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/131.pkl
124,False,0,1,50.0,5,0.5361326457906774,8000.000000000001,5,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/119.pkl
125,False,5,4,1.83,90,0.04144778021875758,8000.000000000001,120,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/18.pkl
126,False,3,4,50.0,5,0.04270177660519803,8000.000000000001,90,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/24.pkl
127,False,0,1,3.3,60,0.5005318546969291,8000.000000000001,60,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/30.pkl
128,False,3,0,50.0,5,0.03341425143305759,8000.000000000001,150,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/26.pkl
129,False,0,2,3.3,60,0.17272034765028663,8000.000000000001,120,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/32.pkl
130,False,0,1,3.3,60,0.4085059729496987,8000.000000000001,30,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/127.pkl
131,False,0,1,11.0,30,0.7668991120238564,8000.000000000001,5,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/133.pkl
132,False,0,5,3.3,60,0.0849351006416431,8000.000000000001,180,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/132.pkl
133,False,0,1,50.0,5,0.8042330316855145,8000.000000000001,5,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/126.pkl
134,False,0,2,50.0,5,0.24406522364259048,8000.000000000001,150,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/33.pkl
135,False,0,5,50.0,5,0.04587345858231998,8000.000000000001,180,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/27.pkl
136,False,0,1,50.0,5,0.8205401147171616,8000.000000000001,5,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/182.pkl
137,False,3,2,1.83,90,0.11796468323278941,8000.000000000001,150,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/68.pkl
138,False,0,1,50.0,5,0.5965041701218534,8000.000000000001,5,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/196.pkl
139,False,1,3,11.0,30,0.06223554582791484,8000.000000000001,150,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/40.pkl
140,False,4,3,50.0,5,0.04539002527912182,8000.000000000001,150,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/54.pkl
141,False,1,0,1.83,90,0.22591733869593475,8000.000000000001,180,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/6.pkl
142,False,0,1,50.0,5,0.6722076475202393,8000.000000000001,30,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/141.pkl
143,False,0,1,11.0,30,0.5412046928837306,8000.000000000001,30,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/155.pkl
144,False,8,6,11.0,30,0.05268667545252305,8000.000000000001,180,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/83.pkl
145,False,2,3,1.83,90,0.23199975183832297,8000.000000000001,180,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/97.pkl
146,False,0,1,11.0,30,0.6443434389625491,8000.000000000001,30,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/169.pkl
147,False,2,3,3.3,60,0.03464190101759638,8000.000000000001,180,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/223.pkl
148,False,4,7,3.3,60,0.021299685642892353,8000.000000000001,150,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/222.pkl
149,False,0,2,3.3,60,0.11852057156487017,8000.000000000001,150,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/96.pkl
150,False,0,1,50.0,5,0.6920583509922801,8000.000000000001,5,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/168.pkl
151,False,4,3,11.0,30,0.05649784822043489,8000.000000000001,150,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/82.pkl
152,False,0,1,11.0,30,0.7525282474530108,8000.000000000001,5,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/154.pkl
153,False,0,1,50.0,5,0.6169494760429537,8000.000000000001,5,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/140.pkl
154,False,2,0,11.0,30,0.030043169204610067,8000.000000000001,180,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/55.pkl
155,False,0,1,50.0,5,0.6467742484435123,8000.000000000001,5,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/7.pkl
156,False,3,2,11.0,30,0.14241322955746513,8000.000000000001,180,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/41.pkl
157,False,3,1,0.31,150,0.07184956163066532,8000.000000000001,180,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/69.pkl
158,False,0,1,11.0,30,0.5067807929207566,8000.000000000001,30,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/197.pkl
159,False,0,1,50.0,5,0.9875435639553326,8000.000000000001,30,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/183.pkl
160,False,3,6,1.83,90,0.03497732493940439,8000.000000000001,180,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/195.pkl
161,False,1,2,50.0,5,0.39195993782051175,8000.000000000001,180,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/181.pkl
162,False,2,0,0.92,120,0.20694382007522083,8000.000000000001,150,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/5.pkl
